"","clust","year","month","lat","lon","species","mos_per_trap_night","pdsi","temp_max_c","woy_cms_mean","pdsi_standardized","temp_max_c_standardized","woy_cms_mean_standardized","pdsi_standardized_lag_1month"
"14",1,2011,"October",35.404,-119.114,"Cx. tarsalis",0.458333333333334,4.4355759518985,26.47,1.40715263571428,1.9091315012038,0.00561707391486276,0.109241105884009,1.96836522143399
"15",1,2012,"April",35.404,-119.114,"Cx. tarsalis",0.0555555555555557,-2.53679617041582,25.04,3.19516892142857,-0.667389319815067,-0.163275442003444,0.29317385515248,-0.805040322248062
"16",1,2012,"May",35.404,-119.114,"Cx. tarsalis",0.958333333333333,-1.44131512978022,31.1575,1.87438313571429,-0.262573044849499,0.559242016828893,0.157304980410046,-0.667389319815067
"17",1,2012,"June",35.404,-119.114,"Cx. tarsalis",0.533333333333333,-1.40066734379494,33.916,0.465313034571429,-0.247552351019316,0.885039223234942,0.0123543221381214,-0.262573044849499
"18",1,2012,"July",35.404,-119.114,"Cx. tarsalis",0.333333333333333,-1.43326353571738,36.9625,0.130531256785714,-0.259597716025768,1.24485114613363,-0.022084588337749,-0.247552351019316
"19",1,2012,"August",35.404,-119.114,"Cx. tarsalis",1.03333333333333,-1.33308039433646,37.666,0.0927745825714286,-0.222576750254747,1.32793917756617,-0.0259686071506388,-0.259597716025768
"20",1,2012,"September",35.404,-119.114,"Cx. tarsalis",0.944444444444442,-1.28433146564578,35.68,0.137570053928571,-0.204562417747749,1.09337936175235,-0.0213605091890451,-0.222576750254747
"21",1,2012,"October",35.404,-119.114,"Cx. tarsalis",0.25,-1.33400268137369,25.925,0.282047433214286,-0.222917565649092,-0.0587510527812751,-0.00649816045573415,-0.204562417747749
"22",1,2013,"April",35.404,-119.114,"Cx. tarsalis",0.5,-2.73731242698776,28.2475,1.00939991785714,-0.741486671612588,0.215551652267863,0.0683243919206101,-0.650543437340131
"23",1,2013,"May",35.404,-119.114,"Cx. tarsalis",0.0833333333333335,-3.23198368859179,30.34,0.57341925,-0.924283972548874,0.462689826784686,0.0234751791323535,-0.741486671612588
"24",1,2013,"June",35.404,-119.114,"Cx. tarsalis",1.20833333333333,-3.29246951761756,36.6,0.138793752857143,-0.946635475757191,1.20203748388161,-0.0212346276129054,-0.924283972548874
"25",1,2013,"July",35.404,-119.114,"Cx. tarsalis",2.04166666666667,-3.13808693516892,37.385,0.05578449,-0.88958603388811,1.29475120765495,-0.0297737679183105,-0.946635475757191
"26",1,2013,"August",35.404,-119.114,"Cx. tarsalis",2.03333333333333,-2.86602823759892,35.368,0.0597084171428572,-0.789051397105739,1.05653008555199,-0.0293701145997801,-0.88958603388811
"27",1,2013,"September",35.404,-119.114,"Cx. tarsalis",1.04166666666666,-2.64224182583791,31.4725,0.0606186064285714,-0.706354957608766,0.596445612992716,-0.0292764836753787,-0.789051397105739
"28",1,2013,"October",35.404,-119.114,"Cx. tarsalis",0.0833333333333332,-2.55360321196754,26.0175,0.161032711071428,-0.67360007445324,-0.047826187241105,-0.0189469120266986,-0.706354957608766
"29",1,2014,"April",35.404,-119.114,"Cx. tarsalis",0.427609427609428,-5.33238313419498,27.7275,0.872264732142857,-1.70045064998903,0.154136191933933,0.0542173326441369,-1.66750498864529
"30",1,2014,"May",35.404,-119.114,"Cx. tarsalis",0.387037037037037,-5.10845092395522,32.05,0.539641114285714,-1.61770033315884,0.664652205959725,0.0200004314934582,-1.70045064998903
"31",1,2014,"June",35.404,-119.114,"Cx. tarsalis",0.644444444444444,-4.9383478283515,36.576,0.201091152857143,-1.55484164463014,1.19920292417389,-0.0148261110094339,-1.61770033315884
"32",1,2014,"July",35.404,-119.114,"Cx. tarsalis",0.833333333333332,-4.588451062238,36.6975,0.0404427439285715,-1.42554328142124,1.21355288269422,-0.0313519691662758,-1.55484164463014
"33",1,2014,"August",35.404,-119.114,"Cx. tarsalis",1.56666666666667,-4.16455430289357,36.668,0.0331227994285714,-1.26889948684838,1.21006873638682,-0.0321049698671837,-1.42554328142124
"34",1,2014,"September",35.404,-119.114,"Cx. tarsalis",2.375,-3.82926086026526,33.0575,0.0420911978571429,-1.14499753197162,0.783644660356714,-0.0311823931587489,-1.26889948684838
"35",1,2014,"October",35.404,-119.114,"Cx. tarsalis",0.375,-3.66393213509901,25.7625,0.0683552153571429,-1.08390313034896,-0.0779433841356283,-0.0284806208179671,-1.14499753197162
"36",1,2015,"April",35.404,-119.114,"Cx. tarsalis",1.33333333333333,-3.11350826371087,28.1425,0.342676152857143,-0.880503406390075,0.203150453546589,-0.000261300546998396,-0.620498847626167
"37",1,2015,"May",35.404,-119.114,"Cx. tarsalis",0.333333333333333,-3.51575012646475,27.515,0.277911128571429,-1.02914500444161,0.129038527855164,-0.00692366098995817,-0.880503406390075
"38",1,2015,"June",35.404,-119.114,"Cx. tarsalis",0.600000000000001,-2.98066536673844,36.686,0.135735516857143,-0.831413586746266,1.21219465616761,-0.0215492275188941,-1.02914500444161
"39",1,2015,"July",35.404,-119.114,"Cx. tarsalis",0.333333333333333,-2.64402460965087,35.3875,0.0310576810714286,-0.707013754863545,1.05883316531451,-0.0323174080312144,-0.831413586746266
"40",1,2015,"August",35.404,-119.114,"Cx. tarsalis",0.166666666666667,-2.18319138053467,35.986,0.0163348637142857,-0.536720719866851,1.12951999802578,-0.0338319402505868,-0.707013754863545
"41",1,2015,"September",35.404,-119.114,"Cx. tarsalis",0.208333333333333,-2.01137238124319,32.45,0.01585752,-0.473227948489327,0.711894867755055,-0.0338810444687173,-0.536720719866851
"42",1,2015,"October",35.404,-119.114,"Cx. tarsalis",0.0833333333333332,-1.73254626765485,27.4425,0.116210945357143,-0.370192528907378,0.12047579540476,-0.0235577148816639,-0.473227948489327
"43",1,2016,"April",35.404,-119.114,"Cx. tarsalis",0.5,-1.65351920341155,26.1375,2.06461269642857,-0.340989429463617,-0.0336533887025057,0.176873843609932,-0.224126661826808
"44",1,2016,"May",35.404,-119.114,"Cx. tarsalis",1.125,-1.22402456973521,30.405,1.27183782857143,-0.182277036210623,0.470366759326428,0.0953213084563388,-0.340989429463617
"45",1,2016,"June",35.404,-119.114,"Cx. tarsalis",0.466666666666667,-0.819717465332964,36.096,0.394180730571428,-0.0328722634440672,1.14251173001949,0.00503696136179381,-0.182277036210623
"46",1,2016,"July",35.404,-119.114,"Cx. tarsalis",0.458333333333333,-0.865597881445574,38.01,0.0300362464285714,-0.0498265862078834,1.36856786671015,-0.0324224827352648,-0.0328722634440672
"47",1,2016,"August",35.404,-119.114,"Cx. tarsalis",0.366666666666667,-0.826008769403524,35.888,0.012232944,-0.0351971072195855,1.11794554588592,-0.0342539036165556,-0.0498265862078834
"48",1,2016,"September",35.404,-119.114,"Cx. tarsalis",0.458333333333334,-0.832029953324759,31.175,0.0189521635714286,-0.0374221327156567,0.561308883282439,-0.0335626993257526,-0.0351971072195855
"49",1,2016,"October",35.404,-119.114,"Cx. tarsalis",0.25,-0.921184834149247,26.01,0.07192518,-0.0703677934907879,-0.0487119871497673,-0.0281133795255928,-0.0374221327156567
"50",1,2017,"April",35.404,-119.114,"Cx. tarsalis",8.38888888888888,2.93718213520191,26.0075,48.1186735714286,1.35542570365334,-0.0490072537859883,4.91444256677862,1.53112754793203
"51",1,2017,"May",35.404,-119.114,"Cx. tarsalis",7,2.72494038927313,28.5525,34.4981965714286,1.27699539788627,0.251574181886803,3.51330780029233,1.35542570365334
"52",1,2017,"June",35.404,-119.114,"Cx. tarsalis",1.26666666666667,2.46589573420864,36.156,11.2491305142857,1.18126987784248,1.14959812928879,1.12168269487207,1.27699539788627
"53",1,2017,"July",35.404,-119.114,"Cx. tarsalis",0.750000000000001,2.07913046426853,38.7775,2.83928491071429,1.03834738986189,1.45921472402994,0.256564163711544,1.18126987784248
"54",1,2017,"August",35.404,-119.114,"Cx. tarsalis",0.333333333333333,1.81527616433349,37.834,1.07766411428571,0.940844547848873,1.34778109552021,0.0753467112507128,1.03834738986189
"55",1,2017,"September",35.404,-119.114,"Cx. tarsalis",0.541666666666667,1.5483560669131,29.975,0.826654135714285,0.842208792830719,0.419580897896447,0.0495253829880238,0.940844547848873
"56",1,2017,"October",35.404,-119.114,"Cx. tarsalis",0.0416666666666667,1.23758157895861,27.3325,0.877725867857143,0.727367398136134,0.107484063411044,0.0547791181905451,0.842208792830719
"57",1,2018,"April",35.404,-119.114,"Cx. tarsalis",1.27777777777778,-2.44010593268029,25.71,4.00422606428571,-0.631659096822873,-0.0841439834962655,0.376401343509254,-1.02300848367871
"58",1,2018,"May",35.404,-119.114,"Cx. tarsalis",0.29518921095008,-2.54220654552856,29.3375,1.640262225,-0.669388631366853,0.344287905660139,0.133221025966805,-0.631659096822873
"59",1,2018,"June",35.404,-119.114,"Cx. tarsalis",0.237037037037037,-2.72620654886642,34.716,0.479867972571429,-0.737382684373619,0.979524546825603,0.0138515846536598,-0.669388631366853
"60",1,2018,"July",35.404,-119.114,"Cx. tarsalis",0.0734953703703704,-2.62860325965126,38.93,0.101192822142857,-0.701315058829369,1.47722598883941,-0.0251026251342865,-0.737382684373619
"61",1,2018,"August",35.404,-119.114,"Cx. tarsalis",0.0768518518518518,-2.41399998664856,36.358,0.101504309142857,-0.622012091137692,1.17345567349544,-0.0250705825512692,-0.701315058829369
"62",1,2018,"September",35.404,-119.114,"Cx. tarsalis",0.0277777777777777,-2.25249999761581,32.1625,0.0711869153571429,-0.562332533443764,0.677939204589661,-0.0281893246087184,-0.622012091137692
"63",1,2018,"October",35.404,-119.114,"Cx. tarsalis",0,-2.18775821707744,26.545,0.173168568214286,-0.538408316172988,0.0144750730014873,-0.017698499701347,-0.562332533443764
"64",1,2019,"April",35.404,-119.114,"Cx. tarsalis",3.77777777777778,1.21330980102694,27.1175,31.8121268571429,0.718398177889849,0.0820911326960542,3.23699253894784,-0.0563987338487275
"65",1,2019,"May",35.404,-119.114,"Cx. tarsalis",0.916666666666666,0.809624943612433,25.5675,34.7479929642857,0.569223345851011,-0.100974181760852,3.53900428732249,0.718398177889849
"66",1,2019,"June",35.404,-119.114,"Cx. tarsalis",1.21018518518518,2.32668684532225,34.74,16.1164182857143,1.12982761480853,0.982359106533323,1.62237926482643,0.569223345851011
"67",1,2019,"July",35.404,-119.114,"Cx. tarsalis",0.924999999999999,2.61527157383908,37.19,3.91067883214286,1.23646916356811,1.27172041002972,0.366778165168002,1.12982761480853
"68",1,2019,"August",35.404,-119.114,"Cx. tarsalis",0.227777777777778,2.29159768113655,37.064,1.26536537142857,1.11686101455677,1.25683897156419,0.0946554885494844,1.23646916356811
"69",1,2019,"September",35.404,-119.114,"Cx. tarsalis",0.236111111111111,1.96626890142554,30.275,0.835048103571428,0.996641330366437,0.455012894242945,0.0503888681797253,1.11686101455677
"70",1,2019,"October",35.404,-119.114,"Cx. tarsalis",0,1.63182053067457,26.2975,0.898559089285714,0.873051657342834,-0.0147563239843735,0.0569222260157321,0.996641330366437
"71",1,2020,"April",35.404,-119.114,"Cx. tarsalis",0.518518518518518,0.118345100102025,26.7525,5.69839172142857,0.313772707429831,0.0389822038078151,0.550679704128338,-0.425362370060147
"72",1,2020,"May",35.404,-119.114,"Cx. tarsalis",0.111111111111111,2.21122016006588,31.595,5.408547,1.08715887689867,0.610913678167536,0.520863456424524,0.313772707429831
"73",1,2020,"June",35.404,-119.114,"Cx. tarsalis",0.240740740740741,1.85368047455855,34.398,1.39764621428571,0.955036203597576,0.941966630698315,0.108263182895817,1.08715887689867
"74",1,2020,"July",35.404,-119.114,"Cx. tarsalis",0.0966435185185186,1.59298098341515,37.535,0.426342774642857,0.858699167194958,1.3124672058282,0.00834546209269647,0.955036203597576
"75",1,2020,"August",35.404,-119.114,"Cx. tarsalis",0.181481481481481,1.37482611012738,37.26,0.190427779714286,0.778083766385558,1.27998787584391,-0.0159230493059761,0.858699167194958
"76",1,2020,"September",35.404,-119.114,"Cx. tarsalis",0.386111111111111,1.14411957344365,32.765,0.196246923214286,0.692830113126231,0.749098463918878,-0.01532443559597,0.778083766385558
"77",1,2020,"October",35.404,-119.114,"Cx. tarsalis",0.166666666666667,0.831103260247304,27.3625,0.261001834285714,0.577160290270984,0.111027263045694,-0.00866311549661472,0.692830113126231
"78",1,2021,"April",35.404,-119.114,"Cx. tarsalis",0.0925925925925927,-3.35083170842305,27.575,0.938809682142858,-0.968202224796498,0.136124927124464,0.0610627935614817,-0.885651765602427
"79",1,2021,"May",35.404,-119.114,"Cx. tarsalis",0.188194444444444,-3.69722843931285,31.4425,0.491401082142857,-1.09620720987383,0.592902413358066,0.0150379925001856,-0.968202224796498
"80",1,2021,"June",35.404,-119.114,"Cx. tarsalis",0.148148148148148,-3.74772626579314,36.226,0.184812923142857,-1.11486781763546,1.15786559510298,-0.0165006480751721,-1.09620720987383
"81",1,2021,"July",35.404,-119.114,"Cx. tarsalis",0.111111111111111,-3.53873111703246,39.3775,0.0839396785714286,-1.03763723630282,1.53007871672294,-0.0268774513234947,-1.11486781763546
"82",1,2021,"August",35.404,-119.114,"Cx. tarsalis",0.0444444444444444,-3.1178675271273,37.244,0.0846435582857143,-0.882114297598934,1.27809816937209,-0.0268050434086243,-1.03763723630282
"83",1,2021,"September",35.404,-119.114,"Cx. tarsalis",0.0462962962962963,-2.85163047918914,32.52,0.100232066785714,-0.78373095183001,0.720162333569238,-0.0252014577767102,-0.882114297598934
"84",1,2021,"October",35.404,-119.114,"Cx. tarsalis",0.0123456790123457,-2.76023382943946,24.75,0.169861547142857,-0.749956883705077,-0.197526371805059,-0.0180386920600053,-0.78373095183001
"85",1,2022,"April",35.404,-119.114,"Cx. tarsalis",0.166666666666667,-2.75775572791432,25.3725,0.960249696428572,-0.749041143686599,-0.124004979386076,0.0632683220029361,-0.672224450745627
"86",1,2022,"May",35.404,-119.114,"Cx. tarsalis",0.215277777777778,-2.76768508623331,29.4275,0.434463685714286,-0.752710368162781,0.354917504564089,0.00918085800707758,-0.749041143686599
"87",1,2022,"June",35.404,-119.114,"Cx. tarsalis",0.299081035923141,-2.83803504518917,34.346,0.149780748857143,-0.778706991812213,0.935825084664923,-0.0201043983210205,-0.752710368162781
"88",1,2022,"July",35.404,-119.114,"Cx. tarsalis",0.155594405594405,-2.62918772473055,38.9875,0.0751512953571428,-0.701531037899266,1.48401712147249,-0.0277815099157702,-0.778706991812213
"89",1,2022,"August",35.404,-119.114,"Cx. tarsalis",0.134188034188034,-2.39014805471265,38.77,0.124441079142857,-0.613198017795606,1.45832892412128,-0.0227110832563546,-0.701531037899266
"90",1,2022,"September",35.404,-119.114,"Cx. tarsalis",0.0605158730158729,-2.22322572929003,31.79,0.0958125921428571,-0.551514728464584,0.63394447579276,-0.0256560879318591,-0.613198017795606
"91",1,2022,"October",35.404,-119.114,"Cx. tarsalis",0.0826210826210825,-2.15770937027591,26.69,0.130207633928571,-0.527304278971075,0.0316005379022947,-0.0221178793330917,-0.551514728464584
"92",1,2023,"April",35.404,-119.114,"Cx. tarsalis",2.66666666666667,5.26568192987833,25.1625,34.3444757142857,2.21588296231304,-0.148807376828624,3.49749457750454,1.6282604122326
"93",1,2023,"May",35.404,-119.114,"Cx. tarsalis",43.5555555555556,5.40718467212655,29.36,68.951895,2.2681728796092,0.346945305386126,7.05755039196555,2.21588296231304
"94",1,2023,"June",35.404,-119.114,"Cx. tarsalis",51.0555555555556,5.04824556441217,31.794,31.9237767428571,2.1355330737755,0.634416902410713,3.24847793234108,2.2681728796092
"95",1,2023,"July",35.404,-119.114,"Cx. tarsalis",5.11111111111111,4.86523624461502,37.645,8.00460910714285,2.06790511092068,1.32545893782191,0.787919659689322,2.1355330737755
"96",1,2023,"August",35.404,-119.114,"Cx. tarsalis",0.422222222222222,4.38156232674905,35.615,5.13298213714285,1.88917169019904,1.08570242921061,0.492516173890206,2.06790511092068
"97",1,2023,"September",35.404,-119.114,"Cx. tarsalis",2.59259259259259,NA,NA,2.42029444285714,NA,NA,0.21346272817878,1.88917169019904
"98",1,2023,"October",35.404,-119.114,"Cx. tarsalis",NA,NA,NA,1.80581554285714,NA,NA,0.150251450771809,NA
"99",2,2010,"April",35.384,-119.008,"Cx. tarsalis",0.666666666666667,-1.09181133444564,23.3375,12.6435405,-0.133419897268248,-0.36435202126982,1.26512527105498,-0.00844154434136203
"100",2,2010,"May",35.384,-119.008,"Cx. tarsalis",0.5,-0.692472915295298,26.2975,15.36905175,0.0141487828773106,-0.0147563239843736,1.54549787245686,-0.133419897268248
"101",2,2010,"June",35.384,-119.008,"Cx. tarsalis",0.2,-0.586437693529141,33.878,6.45668052857143,0.0533322848260236,0.880551170364386,0.628684667590725,0.0141487828773106
"102",2,2010,"July",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-0.633502613381527,37.315,1.40826508928571,0.0359402489719466,1.28648374184076,0.1093555436805,0.0533322848260236
"103",2,2010,"August",35.384,-119.008,"Cx. tarsalis",0,-0.618410485830631,34.94,0.468686802857143,0.0415172864831704,1.00598043743099,0.0127013807645691,0.0359402489719466
"104",2,2010,"September",35.384,-119.008,"Cx. tarsalis",0,-0.668195752394589,31.1625,0.366401753571429,0.0231199930467672,0.559832550101335,0.00217934554906398,0.0415172864831704
"105",2,2010,"October",35.384,-119.008,"Cx. tarsalis",0,-0.492422501248274,25.865,0.694575557142857,0.0880739905402824,-0.0658374520505748,0.0359384955137804,0.0231199930467672
"106",2,2011,"April",35.384,-119.008,"Cx. tarsalis",0.222222222222222,5.20773299577105,22.6025,30.5085335357143,2.19446892521577,-0.45116041231874,3.10289224833299,1.92924584780177
"107",2,2011,"May",35.384,-119.008,"Cx. tarsalis",0.166666666666666,5.52831154780392,23.8025,25.3477602857143,2.31293324404369,-0.309432426932748,2.57200490697722,2.19446892521577
"108",2,2011,"June",35.384,-119.008,"Cx. tarsalis",1.66666666666667,5.80221705677741,32.726,12.4368264,2.41415033838141,0.744492304393834,1.24386064777982,2.31293324404369
"109",2,2011,"July",35.384,-119.008,"Cx. tarsalis",0.166666666666666,5.74489786196126,35.2775,4.99350068571428,2.39296901066438,1.0458414333208,0.478167754897499,2.41415033838141
"110",2,2011,"August",35.384,-119.008,"Cx. tarsalis",0,5.15652262978088,36.778,1.88971476857143,2.17554501066976,1.22306046838053,0.158882141314407,2.39296901066438
"111",2,2011,"September",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,4.56029430025487,32.43,0.977745557142857,1.95521903291698,0.709532734665289,0.0650681164386513,2.17554501066976
"112",2,2011,"October",35.384,-119.008,"Cx. tarsalis",0,4.51362614626289,26.605,1.40715263571428,1.93797361509799,0.0215614722707869,0.109241105884009,1.95521903291698
"113",2,2012,"April",35.384,-119.008,"Cx. tarsalis",0.222222222222222,-2.56880274638601,25.3325,3.19516892142857,-0.679216802334652,-0.128729245565609,0.29317385515248,-0.612665511820537
"114",2,2012,"May",35.384,-119.008,"Cx. tarsalis",0.25,-1.53298186337672,31.3625,1.87438313571429,-0.296446917838911,0.583453880999,0.157304980410046,-0.679216802334652
"115",2,2012,"June",35.384,-119.008,"Cx. tarsalis",0.2,-1.51526058708984,34.19,0.465313034571429,-0.289898323396847,0.917400446564744,0.0123543221381214,-0.296446917838911
"116",2,2012,"July",35.384,-119.008,"Cx. tarsalis",0.166666666666667,-1.5392968257165,37.18,0.130531256785714,-0.298780504123027,1.27053934348484,-0.022084588337749,-0.289898323396847
"117",2,2012,"August",35.384,-119.008,"Cx. tarsalis",0.0666666666666666,-1.43254651204945,37.79,0.0927745825714286,-0.259332752197509,1.34258440272272,-0.0259686071506388,-0.298780504123027
"118",2,2012,"September",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-1.37325212867523,35.805,0.137570053928571,-0.237421527344174,1.10814269356339,-0.0213605091890451,-0.259332752197509
"119",2,2012,"October",35.384,-119.008,"Cx. tarsalis",0.166666666666666,-1.42186188347099,26.07,0.282047433214286,-0.255384430519562,-0.0416255878804679,-0.00649816045573415,-0.237421527344174
"120",2,2013,"April",35.384,-119.008,"Cx. tarsalis",0.25,-2.91743314307928,28.4075,1.00939991785714,-0.808047200391792,0.234448716985995,0.0683243919206101,-0.706490772765849
"121",2,2013,"May",35.384,-119.008,"Cx. tarsalis",0.333333333333333,-3.39244135038573,30.44,0.57341925,-0.983578356045846,0.474500492233519,0.0234751791323535,-0.808047200391792
"122",2,2013,"June",35.384,-119.008,"Cx. tarsalis",0.2,-3.43826909094953,36.88,0.138793752857143,-1.00051321346187,1.23510734713834,-0.0212346276129054,-0.983578356045846
"123",2,2013,"July",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-3.27549957462907,37.535,0.05578449,-0.940364523680291,1.3124672058282,-0.0297737679183105,-1.00051321346187
"124",2,2013,"August",35.384,-119.008,"Cx. tarsalis",0.0666666666666666,-2.99327802803073,35.446,0.0597084171428572,-0.836074379925111,1.06574240460208,-0.0293701145997801,-0.940364523680291
"125",2,2013,"September",35.384,-119.008,"Cx. tarsalis",0,-2.75528496235965,31.6175,0.0606186064285714,-0.748128114550492,0.613571077893523,-0.0292764836753787,-0.836074379925111
"126",2,2013,"October",35.384,-119.008,"Cx. tarsalis",0,-2.66567917121835,26.03,0.161032711071428,-0.715015827582826,-0.0463498540600009,-0.0189469120266986,-0.748128114550492
"127",2,2014,"April",35.384,-119.008,"Cx. tarsalis",0.999999999999999,-5.25476794446633,27.67,0.872264732142857,-1.67176928461509,0.147345059300855,0.0542173326441369,-1.65666559185618
"128",2,2014,"May",35.384,-119.008,"Cx. tarsalis",0.166666666666666,-4.98021108026559,32.0625,0.539641114285714,-1.57031149309778,0.666128539140829,0.0200004314934582,-1.67176928461509
"129",2,2014,"June",35.384,-119.008,"Cx. tarsalis",0.0937499999999999,-4.80804002173069,36.612,0.201091152857143,-1.50668862425056,1.20345476373547,-0.0148261110094339,-1.57031149309778
"130",2,2014,"July",35.384,-119.008,"Cx. tarsalis",0.03125,-4.47424990943202,36.6825,0.0404427439285715,-1.38334219937525,1.2117812828769,-0.0313519691662758,-1.50668862425056
"131",2,2014,"August",35.384,-119.008,"Cx. tarsalis",0.133333333333333,-4.0654805921165,36.638,0.0331227994285714,-1.23228849217474,1.20652553675217,-0.0321049698671837,-1.38334219937525
"132",2,2014,"September",35.384,-119.008,"Cx. tarsalis",0.166666666666666,-3.74350133792549,33.1925,0.0420911978571429,-1.11330656783018,0.799589058712638,-0.0311823931587489,-1.23228849217474
"133",2,2014,"October",35.384,-119.008,"Cx. tarsalis",0.166666666666667,-3.59877204674628,26.0025,0.0683552153571429,-1.05982433458261,-0.0495977870584299,-0.0284806208179671,-1.11330656783018
"134",2,2015,"April",35.384,-119.008,"Cx. tarsalis",0.222222222222222,-3.19027468031719,28.0825,0.342676152857143,-0.908871122179107,0.196064054277289,-0.000261300546998396,-0.654267411511534
"135",2,2015,"May",35.384,-119.008,"Cx. tarsalis",0,-3.55734877306196,27.4775,0.277911128571429,-1.04451707254178,0.124609528311852,-0.00692366098995817,-0.908871122179107
"136",2,2015,"June",35.384,-119.008,"Cx. tarsalis",0.333333333333333,-3.02711118961473,36.764,0.135735516857143,-0.84857684590553,1.2214069752177,-0.0215492275188941,-1.04451707254178
"137",2,2015,"July",35.384,-119.008,"Cx. tarsalis",0,-2.68107924737911,35.3925,0.0310576810714286,-0.720706662233848,1.05942369858696,-0.0323174080312144,-0.84857684590553
"138",2,2015,"August",35.384,-119.008,"Cx. tarsalis",0.133333333333333,-2.14803403695465,35.928,0.0163348637142857,-0.523728925086458,1.12266981206546,-0.0338319402505868,-0.720706662233848
"139",2,2015,"September",35.384,-119.008,"Cx. tarsalis",0,-1.97518930656941,32.2875,0.01585752,-0.459857112333419,0.692702536400702,-0.0338810444687173,-0.523728925086458
"140",2,2015,"October",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-1.65538376019682,27.245,0.116210945357143,-0.341678444521181,0.0971497311433158,-0.0235577148816639,-0.459857112333419
"141",2,2016,"April",35.384,-119.008,"Cx. tarsalis",0.5,-1.50428098039355,26.415,2.06461269642857,-0.285840997602508,-0.000878792081995178,0.176873843609932,-0.170713173706048
"142",2,2016,"May",35.384,-119.008,"Cx. tarsalis",0.666666666666666,-1.1260056481911,30.64,1.27183782857143,-0.146055820850651,0.498121823131184,0.0953213084563388,-0.285840997602508
"143",2,2016,"June",35.384,-119.008,"Cx. tarsalis",0.533333333333334,-0.780003947066332,36.75,0.394180730571428,-0.0181968122640566,1.21975348205486,0.00503696136179381,-0.146055820850651
"144",2,2016,"July",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-0.838603769664655,38.5525,0.0300362464285714,-0.0398513740665433,1.43264072677007,-0.0324224827352648,-0.0181968122640566
"145",2,2016,"August",35.384,-119.008,"Cx. tarsalis",0.266666666666667,-0.805667734177307,36.044,0.012232944,-0.0276804256853773,1.1363701839861,-0.0342539036165556,-0.0398513740665433
"146",2,2016,"September",35.384,-119.008,"Cx. tarsalis",0.0833333333333332,-0.815541116853788,31.5925,0.0189521635714286,-0.031328965320608,0.610618411531315,-0.0335626993257526,-0.0276804256853773
"147",2,2016,"October",35.384,-119.008,"Cx. tarsalis",0.166666666666666,-0.911175667366986,26.0125,0.07192518,-0.0666690771625227,-0.0484167205135466,-0.0281133795255928,-0.031328965320608
