"","year","month_in_year","pounds_chemical_applied","mos_life_stage_target"
"290",2010,10,NA,"Adulticide"
"291",2010,9,NA,"Adulticide"
"292",2010,5,0.023,"Adulticide"
"293",2010,5,0.023,"Adulticide"
"294",2010,10,NA,"Adulticide"
"295",2010,8,NA,"Adulticide"
"296",2010,8,0.04024,"Adulticide"
"297",2010,7,0.155205,"Adulticide"
"298",2010,9,0.034865,"Adulticide"
"299",2010,5,0.00575,"Adulticide"
"300",2010,8,0.04024,"Adulticide"
"301",2010,7,0.155205,"Adulticide"
"302",2010,5,0.00575,"Adulticide"
"303",2010,10,0.00431,"Adulticide"
"304",2010,9,NA,"Adulticide"
"305",2010,9,0.034865,"Adulticide"
"306",2010,8,0.63278,"Adulticide"
"307",2010,10,0.00431,"Adulticide"
"308",2010,8,0.63278,"Adulticide"
"309",2010,10,NA,"Adulticide"
"310",2010,5,0.00575,"Adulticide"
"311",2010,10,0.00431,"Adulticide"
"312",2010,7,0.155205,"Adulticide"
"313",2010,7,0.155205,"Adulticide"
"314",2010,8,NA,"Adulticide"
"315",2010,9,0.034865,"Adulticide"
"316",2010,9,0.034865,"Adulticide"
"317",2010,8,0.04024,"Adulticide"
"318",2010,9,NA,"Adulticide"
"319",2010,5,0.00575,"Adulticide"
"320",2010,8,0.04024,"Adulticide"
"321",2010,10,0.00431,"Adulticide"
"322",2010,7,1.37448332,"Adulticide"
"323",2010,7,0.34292944,"Adulticide"
"324",2010,7,0.57247092,"Adulticide"
"325",2010,10,0.05,"Larvicide"
"326",2010,9,0.75,"Larvicide"
"327",2010,10,NA,"Larvicide"
"328",2010,9,NA,"Larvicide"
"329",2010,10,0.05,"Larvicide"
"330",2010,9,0.75,"Larvicide"
"331",2010,9,5.6744096,"Larvicide"
"332",2010,8,10.7385488,"Larvicide"
"333",2010,5,3.359296,"Larvicide"
"334",2010,4,1.756632,"Larvicide"
"335",2010,6,16.9322496,"Larvicide"
"336",2010,7,14.425376,"Larvicide"
"337",2010,10,1.7496336,"Larvicide"
"338",2010,11,0.0041984,"Larvicide"
"339",2010,4,1.756632,"Larvicide"
"340",2010,7,14.425376,"Larvicide"
"341",2010,9,5.6744096,"Larvicide"
"342",2010,10,1.7496336,"Larvicide"
"343",2010,5,12.1074624,"Larvicide"
"344",2010,11,0.0041984,"Larvicide"
"345",2010,6,16.9322496,"Larvicide"
"346",2010,8,10.7385488,"Larvicide"
"347",2010,8,914.17864464,"Larvicide"
"348",2010,11,0.90212022,"Larvicide"
"349",2010,5,609.74193285,"Larvicide"
"350",2010,9,13.84963866,"Larvicide"
"351",2010,9,1125.6239817,"Larvicide"
"352",2010,11,90.70436727,"Larvicide"
"353",2010,4,2285.80543026,"Larvicide"
"354",2010,10,1163.60572518,"Larvicide"
"355",2010,8,NA,"Larvicide"
"356",2010,6,7.69879998,"Larvicide"
"357",2010,8,914.17841244,"Larvicide"
"358",2010,8,13.50109485,"Larvicide"
"359",2010,7,868.97414601,"Larvicide"
"360",2010,7,10.7332128,"Larvicide"
"361",2010,7,868.98024126,"Larvicide"
"362",2010,12,0.38955033,"Larvicide"
"363",2010,10,1163.60541171,"Larvicide"
"364",2010,4,0.19478097,"Larvicide"
"365",2010,3,3.07541934,"Larvicide"
"366",2010,3,3.07541934,"Larvicide"
"367",2010,5,609.74288487,"Larvicide"
"368",2010,11,NA,"Larvicide"
"369",2010,9,NA,"Larvicide"
"370",2010,12,NA,"Larvicide"
"371",2010,5,3.16768401,"Larvicide"
"372",2010,6,1013.26865949,"Larvicide"
"373",2010,4,235.5298641,"Larvicide"
"374",2010,6,1013.26857822,"Larvicide"
"375",2010,12,0.38443032,"Larvicide"
"376",2010,10,15.01830126,"Larvicide"
"377",2010,9,1125.62350569,"Larvicide"
"378",2010,10,NA,"Larvicide"
"379",2010,5,17.5032,"Larvicide"
"380",2010,4,7.1676,"Larvicide"
"381",2010,4,7.1676,"Larvicide"
"382",2010,7,20.592,"Larvicide"
"383",2010,5,17.5032,"Larvicide"
"384",2010,7,20.592,"Larvicide"
"385",2010,10,NA,"Larvicide"
"386",2010,8,15.9984,"Larvicide"
"387",2010,9,NA,"Larvicide"
"388",2010,9,12.3156,"Larvicide"
"389",2010,10,18.8496,"Larvicide"
"390",2010,10,18.8496,"Larvicide"
"391",2010,8,15.9984,"Larvicide"
"392",2010,9,12.3255,"Larvicide"
"393",2010,8,NA,"Larvicide"
"394",2010,6,15.9192,"Larvicide"
"395",2010,6,15.9192,"Larvicide"
"396",2010,3,0.062,"Larvicide"
"397",2010,3,0.062,"Larvicide"
"398",2010,8,NA,"Larvicide"
"399",2010,11,0.256,"Larvicide"
"400",2010,11,NA,"Larvicide"
"401",2010,6,6.656,"Larvicide"
"402",2010,7,2.048,"Larvicide"
"403",2010,7,0.352,"Larvicide"
"404",2010,8,5.12,"Larvicide"
"405",2010,8,5.12,"Larvicide"
"406",2010,11,0.256,"Larvicide"
"407",2010,6,6.656,"Larvicide"
"408",2010,7,2.048,"Larvicide"
"409",2010,10,0.01425,"Larvicide"
"410",2010,7,0.05175,"Larvicide"
"411",2010,5,0.1453125,"Larvicide"
"412",2010,4,0.12225,"Larvicide"
"413",2010,10,NA,"Larvicide"
"414",2010,5,0.1455,"Larvicide"
"415",2010,4,0.121875,"Larvicide"
"416",2010,10,0.0140625,"Larvicide"
"417",2010,10,0.001188,"Larvicide"
"418",2010,10,0.00198,"Larvicide"
"419",2010,7,NA,"Larvicide"
"420",2010,6,0.08721,"Larvicide"
"421",2010,7,0.1286712,"Larvicide"
"422",2010,6,0.0873288,"Larvicide"
"423",2010,4,0.4552038,"Larvicide"
"424",2010,5,0.44334,"Larvicide"
"425",2010,11,0.0341712,"Larvicide"
"426",2010,4,0.45522,"Larvicide"
"427",2010,5,0.4433913,"Larvicide"
"428",2010,11,0.03429,"Larvicide"
"429",2010,10,NA,"Larvicide"
"430",2010,8,0.1472337,"Larvicide"
"431",2010,12,0.03375,"Larvicide"
"432",2010,9,0.0788913,"Larvicide"
"433",2010,2,0.0527337,"Larvicide"
"434",2010,2,0.00648,"Larvicide"
"435",2010,11,NA,"Larvicide"
"436",2010,3,0.0835326,"Larvicide"
"437",2010,3,0.0837,"Larvicide"
"438",2010,9,0.07884,"Larvicide"
"439",2010,8,NA,"Larvicide"
"440",2010,7,0.12879,"Larvicide"
"441",2010,10,0.0011826,"Larvicide"
"442",2010,10,0.07587,"Larvicide"
"443",2010,12,0.03375,"Larvicide"
"444",2010,9,NA,"Larvicide"
"445",2010,10,0.0759375,"Larvicide"
"446",2010,8,0.14715,"Larvicide"
"447",2010,12,NA,"Larvicide"
"448",2010,5,0.7389855,"Larvicide"
"449",2010,5,0.7389,"Larvicide"
"450",2010,3,0.1395,"Larvicide"
"451",2010,12,NA,"Larvicide"
"452",2010,12,0.05625,"Larvicide"
"453",2010,10,NA,"Larvicide"
"454",2010,9,NA,"Larvicide"
"455",2010,8,0.24525,"Larvicide"
"456",2010,10,0.001971,"Larvicide"
"457",2010,9,0.1314855,"Larvicide"
"458",2010,8,NA,"Larvicide"
"459",2010,10,0.1265625,"Larvicide"
"460",2010,8,0.2453895,"Larvicide"
"461",2010,7,0.214452,"Larvicide"
"462",2010,3,0.139221,"Larvicide"
"463",2010,2,0.0878895,"Larvicide"
"464",2010,2,0.0108,"Larvicide"
"465",2010,11,0.056952,"Larvicide"
"466",2010,4,0.758673,"Larvicide"
"467",2010,7,NA,"Larvicide"
"468",2010,7,0.21465,"Larvicide"
"469",2010,4,0.7587,"Larvicide"
"470",2010,11,NA,"Larvicide"
"471",2010,10,0.12645,"Larvicide"
"472",2010,6,0.145548,"Larvicide"
"473",2010,6,0.14535,"Larvicide"
"474",2010,12,0.05625,"Larvicide"
"475",2010,9,0.1314,"Larvicide"
"476",2010,11,0.05715,"Larvicide"
"477",2010,8,21.16438,"Adulticide"
"478",2010,10,NA,"Adulticide"
"479",2010,6,4.6462,"Adulticide"
"480",2010,8,21.16762,"Adulticide"
"481",2010,10,2.30082,"Adulticide"
"482",2010,8,NA,"Adulticide"
"483",2010,7,18.16078,"Adulticide"
"484",2010,7,NA,"Adulticide"
"485",2010,10,2.2962,"Adulticide"
"486",2010,9,22.9503,"Adulticide"
"487",2010,7,18.15428,"Adulticide"
"488",2010,9,22.94892,"Adulticide"
"489",2010,9,NA,"Adulticide"
"490",2010,6,4.63876,"Adulticide"
"491",2010,7,0.828984,"Larvicide"
"492",2010,4,0.01293,"Larvicide"
"493",2010,5,16.36272,"Larvicide"
"494",2010,8,27.84918,"Larvicide"
"495",2010,11,NA,"Larvicide"
"496",2010,8,27.85706,"Larvicide"
"497",2010,6,15.8299,"Larvicide"
"498",2010,3,0.0069,"Larvicide"
"499",2010,5,16.37044,"Larvicide"
"500",2010,3,0.01766,"Larvicide"
"501",2010,4,2.71792,"Larvicide"
"502",2010,7,16.84726,"Larvicide"
"503",2010,11,1.30682,"Larvicide"
"504",2010,10,53.6322,"Larvicide"
"505",2010,9,66.50398,"Larvicide"
"506",2010,9,NA,"Larvicide"
"507",2010,11,1.30032,"Larvicide"
"508",2010,10,53.62558,"Larvicide"
"509",2010,7,16.84216,"Larvicide"
"510",2010,8,NA,"Larvicide"
"511",2010,4,2.71958,"Larvicide"
"512",2010,6,15.823,"Larvicide"
"513",2010,9,66.54138,"Larvicide"
"514",2010,10,NA,"Larvicide"
"515",2010,7,0.17,"Larvicide"
"516",2010,6,0.2125,"Larvicide"
"517",2010,6,0.4296,"Larvicide"
"518",2010,12,NA,"Larvicide"
"519",2010,12,0.6512,"Larvicide"
"520",2010,12,0.651076,"Larvicide"
"521",2010,6,0.4296,"Larvicide"
"522",2010,10,17.041225,"Larvicide"
"523",2010,9,18.56315,"Larvicide"
"524",2010,6,16.028025,"Larvicide"
"525",2010,7,17.90185,"Larvicide"
"526",2010,11,3.1824,"Larvicide"
"527",2010,5,14.958725,"Larvicide"
"528",2010,4,5.1690625,"Larvicide"
"529",2010,7,17.90046875,"Larvicide"
"530",2010,11,NA,"Larvicide"
"531",2010,2,0.01726775,"Larvicide"
"532",2010,3,0.0119,"Larvicide"
"533",2010,1,0.00664275,"Larvicide"
"534",2010,5,14.958674,"Larvicide"
"535",2010,9,18.56320525,"Larvicide"
"536",2010,11,3.1821875,"Larvicide"
"537",2010,6,0.011424,"Larvicide"
"538",2010,10,17.041174,"Larvicide"
"539",2010,9,0.00796875,"Larvicide"
"540",2010,12,NA,"Larvicide"
"541",2010,2,0.01726775,"Larvicide"
"542",2010,3,0.01195525,"Larvicide"
"543",2010,7,0.00265625,"Larvicide"
"544",2010,8,19.40921875,"Larvicide"
"545",2010,12,0.053125,"Larvicide"
"546",2010,10,NA,"Larvicide"
"547",2010,12,0.053125,"Larvicide"
"548",2010,1,0.00664275,"Larvicide"
"549",2010,4,5.169275,"Larvicide"
"550",2010,8,19.409325,"Larvicide"
"551",2010,8,NA,"Larvicide"
"552",2010,6,16.0278125,"Larvicide"
"553",2010,8,0.03453125,"Larvicide"
"554",2010,9,NA,"Larvicide"
"555",2010,11,0.61236,"Larvicide"
"556",2010,3,0.51198,"Larvicide"
"557",2010,7,0.35322,"Larvicide"
"558",2010,5,1.8486573,"Larvicide"
"559",2010,3,1.2895323,"Larvicide"
"560",2010,7,1.56324,"Larvicide"
"561",2010,12,0.2185323,"Larvicide"
"562",2010,9,0.8603448,"Larvicide"
"563",2010,6,0.6615,"Larvicide"
"564",2010,1,0.3996573,"Larvicide"
"565",2010,2,0.06993,"Larvicide"
"566",2010,8,1.488375,"Larvicide"
"567",2010,7,1.5631875,"Larvicide"
"568",2010,8,0.09408,"Larvicide"
"569",2010,12,0.21861,"Larvicide"
"570",2010,6,0.6615,"Larvicide"
"571",2010,10,0.99036,"Larvicide"
"572",2010,9,NA,"Larvicide"
"573",2010,9,0.86079,"Larvicide"
"574",2010,10,0.9902823,"Larvicide"
"575",2010,6,0.00735,"Larvicide"
"576",2010,8,0.00693,"Larvicide"
"577",2010,10,NA,"Larvicide"
"578",2010,10,0.1008,"Larvicide"
"579",2010,5,0.06216,"Larvicide"
"580",2010,10,0.1008,"Larvicide"
"581",2010,11,0.5860323,"Larvicide"
"582",2010,9,0.05208,"Larvicide"
"583",2010,6,0.16128,"Larvicide"
"584",2010,4,0.01512,"Larvicide"
"585",2010,5,1.84863,"Larvicide"
"586",2010,11,NA,"Larvicide"
"587",2010,12,NA,"Larvicide"
"588",2010,1,0.39963,"Larvicide"
"589",2010,3,1.28961,"Larvicide"
"590",2010,4,2.7741,"Larvicide"
"591",2010,8,1.48848,"Larvicide"
"592",2010,8,NA,"Larvicide"
"593",2010,2,0.559125,"Larvicide"
"594",2010,4,2.7739698,"Larvicide"
"595",2010,10,0.60105,"Larvicide"
"596",2010,8,0.4003125,"Larvicide"
"597",2010,9,NA,"Larvicide"
"598",2010,9,0.2253,"Larvicide"
"599",2010,10,0.601059,"Larvicide"
"600",2010,6,0.8385945,"Larvicide"
"601",2010,3,0.0001215,"Larvicide"
"602",2010,9,0.225357,"Larvicide"
"603",2010,8,NA,"Larvicide"
"604",2010,4,0.255,"Larvicide"
"605",2010,5,1.2675,"Larvicide"
"606",2010,2,0.0001215,"Larvicide"
"607",2010,5,1.2675,"Larvicide"
"608",2010,8,0.40035,"Larvicide"
"609",2010,6,0.83865,"Larvicide"
"610",2010,4,0.255,"Larvicide"
"611",2010,7,0.82905,"Larvicide"
"612",2010,2,0.0001215,"Larvicide"
"613",2010,3,0.00015,"Larvicide"
"614",2010,10,NA,"Larvicide"
"615",2010,8,0.000624,"Larvicide"
"616",2010,9,0.000624,"Larvicide"
"617",2011,8,0.64,"Larvicide"
"618",2011,7,0.32,"Larvicide"
"619",2011,9,1.0078,"Larvicide"
"620",2011,2,19.1918,"Larvicide"
"621",2011,7,0.3557,"Larvicide"
"622",2011,4,0.1186,"Larvicide"
"623",2011,3,31.0033,"Larvicide"
"624",2011,7,0.1037,"Larvicide"
"625",2011,9,1573.4898,"Larvicide"
"626",2011,11,105.6956,"Larvicide"
"627",2011,6,1714.5013,"Larvicide"
"628",2011,8,1430.8036,"Larvicide"
"629",2011,4,499.2089,"Larvicide"
"630",2011,12,4.8906,"Larvicide"
"631",2011,5,1203.0363,"Larvicide"
"632",2011,1,31.8184,"Larvicide"
"633",2011,10,1001.1001,"Larvicide"
"634",2011,8,0.8299,"Larvicide"
"635",2011,5,0.8347,"Larvicide"
"636",2011,6,1.8377,"Larvicide"
"637",2011,10,0.2964,"Larvicide"
"638",2011,7,990.9633,"Larvicide"
"639",2011,9,56.020567,"Adulticide"
"640",2011,5,23.4695594,"Adulticide"
"641",2011,6,41.1811304,"Adulticide"
"642",2011,8,77.9583104,"Adulticide"
"643",2011,7,56.2257224,"Adulticide"
"644",2011,10,9.628543,"Adulticide"
"645",2011,7,56.2257224,"Adulticide"
"646",2011,10,9.628543,"Adulticide"
"647",2011,8,77.9583104,"Adulticide"
"648",2011,5,23.4695594,"Adulticide"
"649",2011,6,41.1811304,"Adulticide"
"650",2011,9,56.020567,"Adulticide"
"651",2011,9,0.629709,"Larvicide"
"652",2011,7,0.4421551,"Larvicide"
"653",2011,10,0.1839752,"Larvicide"
"654",2011,5,14.75288,"Larvicide"
"655",2011,1,0.06375,"Larvicide"
"656",2011,2,0.2565,"Larvicide"
"657",2011,6,0.0045,"Larvicide"
"658",2011,4,0.00144,"Larvicide"
"659",2011,10,0.23328,"Larvicide"
"660",2011,4,0.216,"Larvicide"
"661",2011,11,0.00432,"Larvicide"
"662",2011,5,0.01728,"Larvicide"
"663",2011,9,0.00864,"Larvicide"
"664",2011,6,21.8295,"Adulticide"
"665",2011,10,14.75529,"Adulticide"
